18,1380,44.75,Cash
2.1,540,8.75,Cash
0.9,1680,51.6,Credit Card
3.9,1260,17.4,Credit Card
29.9,1860,113.5,Credit Card
16.7,1200,56.2,Credit Card
2.3,480,9,Cash
1.6,540,8,Cash
0.6,300,5,Cash
2.1,660,11.25,Credit Card
0.7,180,5.25,Cash
0,240,9.75,Credit Card
0.5,180,5,Cash
0,0,9.25,Credit Card
0,120,4.75,Cash
1.8,600,9.5,Credit Card
2.5,660,11.05,Credit Card
7.6,1440,27.9,Credit Card
0,1620,1073.16,Cash
3.7,840,16.25,Credit Card
0.5,180,4.5,Cash
0.9,540,8.75,Credit Card
1.5,240,8,Cash
1.1,300,8.25,Credit Card
0.4,180,5.75,Credit Card
0,780,16.5,No Charge
3.1,1260,14.75,Cash
2.8,660,10.75,Cash
0,0,18,Credit Card
0.1,540,9.5,Cash
0,0,3.25,Cash
0.5,180,7.75,Credit Card
0.8,300,5.75,Cash
17.1,2700,56.1,Credit Card
0.4,240,4.5,Cash
0,1260,56.1,Credit Card
1.4,420,7.25,Cash
12.7,1140,43.5,Credit Card
14.2,1380,40.25,Cash
4.4,780,17.1,Credit Card
2.8,960,11.5,Cash
3.6,540,11.5,Cash
17.1,2220,42.75,Cash
0,960,15.6,Credit Card
2.2,780,9.75,Cash
1.8,420,8.75,Credit Card
0.1,660,10.5,Credit Card
0,240,6,Cash
0.7,180,4.75,Cash
1.7,840,9.25,Cash
0,840,12,Cash
0,0,9,Credit Card
2.1,600,9,Cash
0.9,360,9,Credit Card
1.6,300,7.45,Credit Card
0.6,120,4.76,Credit Card
3.1,660,11.75,Cash
2.2,720,9.5,Cash
0,240,6.5,Cash
0,0,24.06,Credit Card
0.7,360,8.5,Credit Card
3.3,960,12.75,Cash
15.7,1680,46.5,Cash
0,600,10,Cash
0.3,60,4.25,Credit Card
3.4,720,12,Cash
0,600,10,Credit Card
0.8,240,6,Cash
0.9,720,7.75,Cash
9.9,2340,31.5,Cash
0,0,6.25,Credit Card
14.1,1380,45.5,Credit Card
0.5,180,4.5,Cash
2.4,900,18.25,Cash
0.1,660,11.75,Credit Card
0,0,16,Credit Card
0,60,42.15,Credit Card
1.1,360,7.25,Credit Card
0,180,6.5,Cash
0.8,420,6,Cash
0.4,240,7.75,Credit Card
0,0,12.75,Credit Card
0.9,360,8.75,Cash
1.7,540,8,Cash
17.4,1680,48,Cash
0.8,360,8,Credit Card
0,720,10.25,Credit Card
0.3,420,6.75,Credit Card
1.2,360,6.5,Cash
0.3,120,4,Cash
2.6,4320,103.5,Cash
0.5,300,6.25,Cash
1.8,480,9.5,Cash
0.1,480,10,Credit Card
0,0,7.5,No Charge
0.9,240,6.75,Cash
0,180,4.75,Cash
0,300,10,Credit Card
0.9,480,8.25,Cash
0.1,840,10.25,Cash
0,300,6,Cash
1.4,540,7.5,Cash
2.7,900,15.31,Credit Card
13.2,1680,42.5,Cash
0.3,240,3.85,Cash
4,660,15.75,Credit Card
4.3,1860,21.6,Credit Card
0.1,1860,18.9,Credit Card
1.7,420,6.65,Credit Card
1.3,600,8.5,Credit Card
0,0,46.5,Cash
0,0,20.31,Credit Card
0,540,10.25,Credit Card
0,300,9,Cash
16.9,2760,55.5,Credit Card
0.2,60,3.75,Cash
0,0,16.5,Credit Card
9.2,960,31.75,Credit Card
0,1980,84.6,Credit Card
1.8,840,10.75,Cash
0,180,9,Credit Card
2.2,300,7.05,Credit Card
0,0,22.75,Credit Card
1.5,540,7.5,Cash
2,600,10,Cash
1.2,720,8.25,Cash
0.5,120,4.25,Cash
0,240,4.75,Cash
1.9,540,12.75,Credit Card
0.7,1440,44.35,Credit Card
0.6,180,5.75,Cash
17.2,1440,50,Credit Card
0.5,120,5.5,Cash
1.9,720,12,Credit Card
0,720,11.25,Cash
0,0,7.8,Credit Card
0,0,9.3,Credit Card
0,360,11,Credit Card
0,0,8.44,Credit Card
1.8,600,10.25,Credit Card
3.3,660,12.75,Cash
2.8,600,7,Cash
0,0,3.25,Cash
0.6,180,5.75,Cash
17.2,1380,56.7,Credit Card
2.3,900,11.65,Credit Card
0.7,420,8.25,Credit Card
0.9,2160,51.3,Credit Card
4.4,600,14.5,Credit Card
2.7,780,10.75,Cash
1.9,660,8.75,Cash
1.3,480,7.25,Cash
0,0,3.25,Cash
9.6,1020,25.75,Cash
0,600,9,Cash
0,780,11.5,Credit Card
0,0,1.01,No Charge
0.4,180,5.25,Cash
0,360,7,Credit Card
18.2,1920,49.75,Cash
0,2520,45.25,Credit Card
0,420,10,Cash
1,300,6,Cash
13.3,1500,45.6,Credit Card
0,180,5,Cash
2.1,540,9,Cash
0,0,60,Credit Card
0.5,120,5.5,Credit Card
2.7,600,10.5,Cash
1,360,9,Credit Card
12.2,1620,45.6,Credit Card
13.5,1920,48.75,Credit Card
0,0,30.6,Credit Card
2.1,600,11.25,Credit Card
1.3,420,8.75,Credit Card
2.2,960,14.35,Credit Card
0.4,120,5.25,Credit Card
1,360,7,Credit Card
0,180,5.25,Cash
1.2,300,9.25,Credit Card
0,60,4.25,Cash
0,0,60.31,Credit Card
9.3,1560,33.25,Credit Card
0.7,240,6,Cash
0.7,480,10.25,Cash
0.1,360,7.5,Credit Card
2,660,12.5,Credit Card
18.3,1440,58.2,Credit Card
3.1,720,12.25,Credit Card
0,0,5.75,Cash
0,0,26.25,Credit Card
0,0,48.9,Credit Card
1.6,540,10.25,Cash
0.8,240,6.75,Cash
0,0,3.25,Cash
0,1200,23.7,Credit Card
0.6,600,7.5,Cash
2.4,480,10.25,Cash
15.7,0,38.75,Cash
2.3,360,8.75,Cash
3.3,1020,12.75,Cash
2.8,660,10.5,Cash
1.6,360,7,Cash
0,1140,17.8,Credit Card
7.9,1260,23.75,Cash
0.8,480,7.5,Cash
0.1,840,10.75,Cash
1.4,1320,11,Cash
2.4,420,11.25,Credit Card
1.8,480,8.25,Credit Card
0.5,240,6.75,Credit Card
12.3,2460,46.8,Credit Card
0.2,900,12.25,Cash
0.1,780,15.5,Credit Card
1.8,540,9.75,Credit Card
17.7,2880,53,Credit Card
0.1,1200,11.75,Cash
0,0,6.75,Credit Card
1.5,960,11,Cash
0,180,7,Credit Card
5.2,960,18.9,Credit Card
6.2,660,21,Credit Card
3.4,960,15.25,Credit Card
1.2,540,9.25,Credit Card
0.9,240,6.75,Cash
10.2,1980,48,Cash
8.9,1320,30,Credit Card
0,1860,45.3,Credit Card
17.4,2280,56.4,Credit Card
16.8,1800,41.75,Cash
0,0,12,Credit Card
1,360,8,Credit Card
3.4,1080,16.5,Credit Card
2.4,540,9.5,Cash
1.6,1020,11.75,Cash
0,240,5.25,Cash
1.2,300,8,Credit Card
0,300,7,Cash
1.7,540,8,Cash
2.9,540,13.25,Credit Card
6.8,720,19,Cash
3.2,900,15,Credit Card
0,0,137.1,Credit Card
2.4,360,10.75,Credit Card
5.5,660,19,Credit Card
1.3,420,8,Cash
0.2,780,14.5,Credit Card
0.96,420,7.5,Cash
1.1,420,9.75,Credit Card
2.5,720,10,Cash
1.2,660,9,Cash
0,0,3.25,Cash
0.1,1140,14.25,Credit Card
0,3120,32,Cash
0.6,360,7.5,Credit Card
0,420,7.25,Cash
0,840,8.5,Cash
0.33,480,13,Credit Card
0,600,7.25,Cash
0,540,7.25,Cash
0,0,23.25,Credit Card
0.3,900,22.2,Credit Card
0.6,420,8,Credit Card
6.3,1500,23.75,Credit Card
4.1,1140,16.5,Cash
0,720,12.25,Credit Card
0.7,240,7.25,Credit Card
0.8,360,5.75,Cash
0,120,4.25,Cash
0.6,300,5.25,Cash
5.2,900,20.4,Credit Card
5.4,780,17.25,Cash
5.7,840,17,Cash
13.4,1920,35.25,Cash
1.6,660,10.75,Cash
2,600,9,Cash
0.9,300,7.75,Credit Card
2,360,10.25,Cash
0.1,600,10,Credit Card
17.2,1920,46.75,Cash
1.3,420,8,Credit Card
3.3,360,15.5,Credit Card
0,360,7.25,Cash
1.9,480,8,Cash
0,180,9.75,Credit Card
1.8,540,11,Credit Card
1.7,540,8.25,Cash
0,120,6.5,Cash
0,0,11.35,Credit Card
1,540,10.25,Credit Card
15.8,1620,51.3,Credit Card
0.3,1080,18,Cash
0,0,55.75,Credit Card
0,540,7.25,Cash
0.2,480,15.3,Credit Card
1.3,420,7,Cash
0,600,10.75,Cash
14.8,2820,54,Credit Card
1.5,1800,15.75,Cash
1.6,300,7.1,Credit Card
0,0,9.75,Credit Card
0,240,7,Cash
9.2,1500,38.75,Cash
1.1,360,6.5,Cash
0,1440,20,Credit Card
0,0,3.25,Cash
1.7,660,12.75,Credit Card
0.1,540,9.75,Cash
0.3,780,18.5,Credit Card
1.7,360,8.5,Cash
0.13,480,8.25,Credit Card
0.8,420,8,Credit Card
1,4800,69.2,Credit Card
3.7,480,12.75,Credit Card
15.9,1200,43.25,Cash
0.7,180,5,Cash
0,420,6.25,Cash
0.8,300,5.5,Cash
0,3900,52.25,Cash
0,0,8.1,Credit Card
1.8,480,8.25,Cash
2.12,660,11.5,Credit Card
0.3,180,4.25,Cash
18.4,1380,54,Credit Card
1.5,360,7.25,Cash
0,240,6.5,Cash
1.2,300,6.25,Cash
1.5,360,7.25,Cash
0,420,7.75,Credit Card
0,540,8.75,Cash
0,0,53.1,Credit Card
1.8,720,10.25,Credit Card
0.8,300,7,Credit Card
1.4,660,8.25,Cash
4.4,1200,15.25,Cash
0,420,6.75,Cash
1.4,360,10,Credit Card
0.1,900,12.25,Credit Card
0.3,480,5.5,Cash
15.2,1140,49.8,Credit Card
0,120,5.75,Cash
0.4,120,4.5,Cash
0,1800,25.3,Credit Card
12.8,1320,41.75,Credit Card
25.5,2220,68.75,Cash
0.4,180,4.5,Cash
0,0,3.25,Cash
3.1,600,11.25,Cash
1.1,600,9.75,Credit Card
1.8,480,9,Credit Card
2.1,480,11.5,Credit Card
2.3,840,12.25,Credit Card
0,480,8,Cash
2.7,1080,12,Cash
5.6,1200,21.9,Credit Card
6,1440,23.1,Credit Card
6.5,660,22.5,Cash
0.7,360,8,Credit Card
17.8,1440,44,Cash
0,540,7.25,Cash
2.1,720,10,Cash
0.9,120,5.5,Credit Card
1,420,9.25,Credit Card
2.1,480,10.75,Credit Card
15.2,2760,46.5,Cash
1.6,480,7.75,Cash
0,420,9,Cash
1.6,600,8.75,Credit Card
0.7,360,6.5,Cash
0,0,60.3,Credit Card
3.7,1080,14.75,Cash
0,0,10.5,Credit Card
7.4,780,24.9,Credit Card
2.8,1440,13.5,Cash
1.5,420,9.25,Credit Card
3.1,1200,14.5,Cash
17.8,3180,59.7,Credit Card
0,360,6.75,Cash
1,480,7.75,Credit Card
3,480,10.5,Cash
0,900,10.75,Cash
1.7,660,8.75,Cash
1.7,1080,11.25,Cash
2.2,480,11,Credit Card
2.43,600,12.25,Credit Card
2.7,960,13.5,Credit Card
16.4,1440,53.7,Credit Card
0,0,3.25,Cash
0,0,15.63,Credit Card
3.9,480,16.38,Credit Card
2,600,10.5,Credit Card
1,300,6,Cash
1.3,420,8.75,Credit Card
1.5,480,9.75,Credit Card
0.4,180,5.5,Cash
0.8,300,6.5,Credit Card
8,1200,28.75,Credit Card
8.9,660,18.5,No Charge
0,540,7.25,Cash
1.4,480,9.25,Credit Card
0,420,12.45,Credit Card
5.3,660,15.75,Cash
0.1,780,13.2,Credit Card
3.1,360,12.5,Credit Card
0.4,120,4.25,Cash
0.1,420,7.5,Cash
0.9,120,5.25,Cash
1.4,540,8,Cash
1.56,360,7.5,Cash
3.2,840,12,Cash
0,0,18.44,Credit Card
6.2,1200,24.6,Credit Card
2.2,540,10.25,Credit Card
1.2,420,9,Credit Card
1.2,540,6.5,Cash
0.4,180,5.5,Cash
0.7,240,6,Credit Card
1.6,420,10.5,Credit Card
17.6,2100,43.5,Cash
2.8,600,13.25,Credit Card
13.2,2460,48,Credit Card
0,0,60.3,Credit Card
0,0,4.75,Cash
0,0,10.75,Credit Card
0,0,6.6,Credit Card
1.3,600,9.75,Credit Card
0.6,180,4.75,Cash
1.2,360,7.5,Cash
2,420,8.5,Cash
1.8,420,8,Cash
1.3,300,6.75,Cash
3.3,1380,16.75,Credit Card
0.9,240,4.45,Cash
0.7,300,5.2,Cash
0,1680,18.25,Cash
0.7,240,5.25,Cash
0.7,120,8.25,Credit Card
1.3,300,8,Cash
0,0,0,Cash
0.9,240,5.75,Cash
0.9,240,7.5,Credit Card
0.6,420,7,Credit Card
0,300,5.75,Cash
0.2,60,5.25,Cash
17.5,1920,57,Credit Card
17.4,1260,56.1,Credit Card
1,360,7,Cash
4.5,1320,16,Cash
2.1,600,9.25,Cash
0,240,8,Credit Card
0,180,7,Credit Card
2.3,720,9.75,Cash
0.2,1080,19.65,Credit Card
0,0,6.9,Credit Card
1.4,720,8.75,Cash
0.7,300,7.5,Credit Card
0.1,720,8.75,Cash
0,0,20,Credit Card
2.2,480,7.85,Cash
1.9,120,7.5,Cash
1.9,900,10,Cash
2.3,780,10,Cash
0,600,9,Credit Card
0.8,420,9,Credit Card
1.6,660,10,Cash
0.1,420,8.5,Cash
1.6,660,9.25,Cash
0,0,8.4,Credit Card
5.9,660,20.4,Credit Card
0,840,9.75,Cash
3.8,1260,15,Cash
1.1,360,8.5,Credit Card
1,360,8,Credit Card
2.8,420,12,Credit Card
0,0,6.25,Credit Card
17.1,2580,56.1,Credit Card
1.1,540,7,Cash
0,540,6,Cash
4.3,660,15.6,Credit Card
1.2,360,7.5,Credit Card
0,0,8.7,Credit Card
1.5,540,9.5,Credit Card
1.9,1080,11,Cash
0.6,240,6.75,Credit Card
0.6,300,5.25,Cash
0.4,120,4,Cash
12.5,1320,43.2,Credit Card
0,360,7,Cash
0,0,8.25,Credit Card
0.4,120,5.25,Cash
4.4,540,14.25,Cash
0.6,180,4.75,Cash
3.8,1440,15.5,Cash
0,0,10.63,Credit Card
0,0,3.25,Cash
0,180,6,Cash
1.6,540,8.75,Cash
0,0,8.75,Credit Card
0,0,6.9,Credit Card
1.6,600,10,Credit Card
0,300,5.75,Cash
0,420,7,Cash
1.6,360,7.25,Cash
0.2,900,18,Credit Card
1.7,540,8.25,Cash
1.1,300,8.25,Credit Card
2.5,660,10.75,Credit Card
0.1,540,11,Credit Card
6.3,1140,19,Cash
2.1,660,9.25,Cash
5.2,1320,18.75,Credit Card
2.2,720,9.25,Cash
18.1,3120,49.8,Credit Card
0,300,6.75,Credit Card
0,0,7.8,No Charge
0.3,180,4.25,Cash
0.1,600,8.5,Cash
1.4,480,7.25,Cash
0.5,120,4.5,Cash
0.7,1320,45.6,Credit Card
0.7,1440,45,Credit Card
7.2,1140,25.5,Cash
1,360,6.25,Cash
0.1,480,8.25,Cash
1.2,600,9.5,Credit Card
1.1,420,7.5,Cash
2.2,1020,10,Cash
1.3,420,10.25,Credit Card
0,0,4.75,Cash
0,60,32,Credit Card
0.8,180,5.25,Cash
3.5,480,11.75,Cash
3.6,540,15,Credit Card
0.5,300,5,Cash
0,660,8,Cash
0,0,11.05,Credit Card
3.9,1080,16.75,Credit Card
10,1200,32.4,Credit Card
4.6,1140,20.94,Credit Card
2.6,600,11.75,Cash
17.7,1800,75.22,Credit Card
0,0,11.25,Cash
0,480,7.5,Cash
0.2,720,13.25,Cash
17.8,1680,50,Cash
3.4,900,13,Cash
1.1,420,6.75,Cash
17.4,1740,58.8,Credit Card
0,840,12.25,Cash
8.2,1380,26.25,Cash
0.1,420,9.25,Cash
0,0,45.3,Credit Card
0,0,11.75,Credit Card
0,60,3.75,Cash
1.1,300,6,Cash
0,240,5.25,Cash
2.1,300,10.25,Credit Card
0,0,9.25,Cash
0.5,120,7.5,Credit Card
2.3,360,17,Credit Card
0.2,960,13,Cash
21.8,2280,81.25,Credit Card
0,0,24.6,Credit Card
0.1,360,10,Credit Card
0.7,1440,36.5,Credit Card
0,240,6,Cash
1,180,6.5,Cash
16.8,1140,51,Credit Card
0,420,7.75,Cash
4.3,660,13.5,Cash
1,480,7,Cash
5.2,780,18.9,Credit Card
6.6,900,19.75,Cash
0,0,6.83,Credit Card
0,0,3.25,Cash
0,0,5.75,Cash
0,0,11.25,Credit Card
0,540,9.25,Cash
0.8,300,9.25,Credit Card
0,420,10,Credit Card
1.7,660,10.25,Credit Card
1.7,720,8.5,Cash
0,0,3.25,Cash
0,0,48,Credit Card
24.3,1500,54.3,Credit Card
1,360,6.25,Cash
0,600,11.5,Credit Card
6.4,2880,26.5,Credit Card
0,0,4.25,Pcard
0,720,17.5,Credit Card
1.6,720,11,Cash
0.2,1020,19.2,Credit Card
0.6,240,6,Cash
16.7,2220,45.25,Cash
0.1,0,3.5,Cash
0.1,540,8.5,Cash
0,480,11.25,Credit Card
0.1,900,11.75,Cash
0.9,360,6.25,Cash
2.9,720,11.25,Cash
2.3,360,7.25,Cash
0.7,120,6,Cash
0,0,8.4,Credit Card
1.8,420,8,Cash
5.8,960,21.3,Credit Card
0,0,7.81,Credit Card
0,0,61.8,Credit Card
14.5,1200,48,Credit Card
2.6,600,8.25,Cash
1.2,420,6.75,Cash
17.7,2220,49.25,Cash
0.3,840,19.5,Credit Card
0,420,6.75,Cash
0.5,300,5.25,Cash
1,240,6,Cash
1,360,7,Credit Card
0,1740,53.4,Credit Card
2.4,780,11,Cash
0,0,4.25,Cash
1.3,3000,53.5,Cash
1.8,660,11.75,Credit Card
2,720,7.05,Credit Card
9.4,1200,33.15,Credit Card
1.6,420,11.25,Credit Card
1.8,480,10.25,Credit Card
1.1,420,6.75,Cash
0.87,240,6.5,Cash
0,600,12,Credit Card
0.8,300,6.75,No Charge
1,1260,44.25,Cash
5.9,1500,20.5,Cash
1.1,360,6.25,Cash
9,1320,25,Cash
0,420,8.25,Cash
0.7,360,9.5,Credit Card
1.7,600,9.25,Cash
1,300,6.25,Cash
2.5,600,9.75,Cash
3.3,900,15.75,Credit Card
1.7,420,9.75,Credit Card
0,0,8.1,Credit Card
0.2,120,5,Cash
0.6,360,6.75,Cash
0,0,7.8,Credit Card
1.3,420,7,Cash
0,0,6,Credit Card
0,240,6.25,Credit Card
0.7,300,5.5,Cash
13.7,1980,48,Credit Card
0.9,180,6.25,Cash
0.2,600,15.3,Credit Card
8.5,1440,26.25,Cash
0,480,9.75,Credit Card
1,420,6.5,Cash
0.1,60,6.5,Credit Card
10.2,1260,34.37,Credit Card
0,0,58.5,Credit Card
0,300,8.5,Credit Card
0,480,8.25,Cash
0,300,8.25,Credit Card
0,180,6,Credit Card
16.1,3120,53.4,Credit Card
1.3,420,7,Cash
13.4,1860,39.25,Cash
0.8,480,6.5,Cash
0,240,6.25,Cash
16.8,0,54.3,Credit Card
3.6,1560,18.3,Credit Card
17.8,2460,58.2,Credit Card
2,540,11.5,Credit Card
1.8,840,12.5,Credit Card
0,0,13.75,Credit Card
0.4,240,4.75,Cash
2.7,660,11.75,Cash
0.5,180,6.25,Cash
0.8,1380,41.25,Credit Card
0.7,540,9.5,Credit Card
0.6,240,6.75,Cash
3.7,600,12.5,Cash
0.1,780,9.5,Cash
0,300,6,Cash
0,240,6.75,Cash
3.4,1320,14.5,Cash
3.5,720,12.25,Cash
0,0,10.2,Credit Card
0.6,840,9,Cash
0.9,360,6.25,Cash
0.3,720,15.5,Cash
13.8,2580,50,Credit Card
0,360,6,Cash
15.3,1200,48.75,Credit Card
1.68,780,13.75,Credit Card
0.7,240,6.25,Credit Card
1,300,5.75,Cash
0.6,480,9,Credit Card
8.4,1200,24.75,Cash
1.6,720,8.75,Cash
0,720,16.2,Credit Card
0.7,180,8.25,Credit Card
0.4,300,5,Cash
7.7,1440,27.65,Credit Card
2.2,720,9.5,Cash
7,1320,18.65,Cash
17.4,1800,57.5,Credit Card
0,0,16,Credit Card
0.5,240,5,Cash
1.3,480,7.25,Cash
0,1320,27.75,Cash
9.6,3240,37.2,Credit Card
0,480,7.5,Cash
0.3,540,8.25,Cash
3,720,14,Cash
2.4,480,9,Cash
1.3,480,9,Credit Card
2.3,780,12.25,Credit Card
1.38,660,8,Cash
0,0,7.5,Credit Card
0.7,420,6,Cash
2.6,540,11.75,Credit Card
0,0,9.3,Credit Card
0,0,54.5,Credit Card
1.8,540,10.5,Credit Card
0,660,8.5,Cash
2.2,540,9,Cash
0,0,46.8,Credit Card
4.2,960,17.75,Credit Card
0,360,7.25,Credit Card
1.2,420,6.5,Cash
0,120,4,Cash
0,240,9,Credit Card
2.2,720,11.5,Credit Card
0,240,6.5,Cash
0.6,240,5.25,Cash
0.5,360,7.5,Credit Card
2,480,8,Cash
0,0,157.2,Credit Card
17.6,3240,61.85,Credit Card
1.1,360,7.75,Credit Card
1.1,480,8.25,Cash
0.6,360,8.5,Credit Card
6.4,1260,21.66,Credit Card
0,540,7.25,Cash
0.5,120,4.5,Cash
0.9,300,6.25,Cash
2.4,540,9.25,Cash
0.6,180,6.75,Credit Card
0.6,180,7,Credit Card
0,180,7,Credit Card
1.5,480,7.76,Credit Card
2,780,10.75,Cash
1.27,360,8.75,Credit Card
0,300,9.75,Credit Card
18.5,2700,47,Cash
2.9,1380,13.5,Cash
2,540,10.25,Cash
1.4,480,9.5,Credit Card
0.9,480,9.5,Credit Card
0,180,6.5,Cash
0,0,14,Credit Card
3.2,720,14.4,Credit Card
0,540,6,Cash
1.2,360,8.75,Credit Card
0,0,10.25,Credit Card
2.4,720,13,Credit Card
1,300,10,Credit Card
3.5,720,14.5,Credit Card
0,0,13,Credit Card
1.6,480,9.75,Cash
0.1,540,9.25,Cash
17.1,2820,55.5,Credit Card
0,0,11.56,Credit Card
0,120,3.25,Cash
0,0,23.1,Credit Card
5.9,660,20.1,Credit Card
6.9,960,24.3,Credit Card
0.8,240,5.25,Cash
0,0,14,Credit Card
11.3,1200,36.51,Credit Card
0.8,240,7.25,Credit Card
1.5,360,8.5,Cash
5.5,1020,18,Cash
1.2,360,6.5,Cash
3,480,10.75,Cash
0.4,240,8.25,Credit Card
1.9,720,12,Credit Card
0,0,15.3,Credit Card
6.3,780,17.75,Cash
1,480,8.75,Credit Card
10,1140,30.5,Credit Card
1.4,300,6.75,Cash
3.4,420,12.5,Credit Card
0.88,420,7.5,Cash
1.6,480,11,Credit Card
10.1,1440,34.35,Credit Card
0.1,480,7.75,Cash
0.3,960,20,Credit Card
16,1620,46,Cash
0,0,13.8,Credit Card
2,660,11.25,Credit Card
7,1740,21.25,Cash
0.1,660,9,Cash
0.9,240,5.75,Cash
18.2,1380,53.4,Credit Card
0.6,240,5,Cash
0.4,300,5,Cash
1.5,360,7,Cash
2,420,8.25,Cash
0.8,420,6.25,Cash
1.1,540,11.75,Credit Card
0,0,63,Credit Card
0,60,4,Cash
0.6,180,4.5,Cash
0,420,7,Cash
13.4,1440,47.5,Credit Card
3.8,840,13.5,Cash
16.8,1380,54.9,Credit Card
0,0,14.4,Credit Card
11.2,660,27.75,Cash
13.24,1440,34.75,Cash
1.1,420,7.25,Cash
14.2,3780,48,Cash
3,780,11,Cash
0.6,120,5.5,Cash
0,0,28.8,Credit Card
1.8,720,9.5,Cash
2.1,720,10.5,Cash
0.1,480,9.5,Cash
0.1,480,8.25,Cash
0,360,7,Cash
0,240,7.5,Credit Card
0,300,6.5,Credit Card
1.1,480,9,Credit Card
6,840,35.25,Credit Card
1.9,660,9,Cash
0.7,300,5.75,Cash
0,540,16.8,Credit Card
0,0,12.75,Credit Card
0.8,360,7.75,Credit Card
1.2,420,9.75,Credit Card
1.6,900,9.75,Cash
0.6,240,7,Credit Card
0.1,600,12.25,Credit Card
3.7,600,16.2,Credit Card
0.8,300,8,Credit Card
3.7,600,12.25,Cash
1,180,5.75,Cash
0,0,9.9,Credit Card
1.73,540,8.25,Cash
4.4,1080,18.3,Credit Card
0,0,8.75,Credit Card
16.9,1440,58,Credit Card
13.1,2160,44.1,Credit Card
0,0,8.75,Credit Card
2,720,11.5,Credit Card
0,0,17.7,Credit Card
1.4,600,8,Cash
0,300,6.75,Cash
2,480,10.25,Credit Card
1.6,480,7.75,Cash
5.3,1140,20.25,Credit Card
1.5,660,8.25,Cash
17.7,1800,56.4,Credit Card
2.2,780,13,Credit Card
7.4,1140,27,Credit Card
12.6,1500,43.5,Credit Card
0,240,6.75,Cash
2.4,780,10.25,Cash
0.1,480,10,Credit Card
0.5,180,7.25,Cash
2,540,11.75,Credit Card
0,480,8.75,Credit Card
1.7,720,8.75,Cash
0,180,5.5,Cash
0,1080,24,Credit Card
9.9,1080,32.1,Credit Card
0,0,8.75,Credit Card
2.8,600,11.5,Credit Card
0,900,15.25,Cash
3.2,540,14.25,Credit Card
2.2,660,9.5,Cash
0,0,9.3,Credit Card
0,420,8.75,Credit Card
2.1,540,9,Cash
0,0,43.26,Credit Card
0.6,180,4.75,Cash
1.6,3540,75.5,Credit Card
1.5,480,11,Credit Card
2,660,12.6,Credit Card
2.6,1080,12,Cash
16.8,3360,53.25,Credit Card
12.4,1860,38.75,Cash
2.6,480,9.25,Cash
0,480,7,Cash
2.66,720,13.86,Credit Card
0.8,420,6.25,Cash
1.1,2640,62.5,Credit Card
4.9,900,15.25,Cash
0.1,720,9.25,Credit Card
1.5,420,8.25,Cash
0,420,6.5,Cash
0.6,240,6.25,Cash
4.2,720,22.75,Credit Card
